Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000299114	MAG	3025587	4	1102028	36.92	92.26	0.02	0.0	99.67	99.86	20	CAKAGD01	MGYG000299114	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__	ERS7766707	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299114/genomes1/MGYG000299114.gff.gz
MGYG000299120	MAG	1785088	100	25994	58.44	92.94	0.0	0.0	31.12	99.38	18	CAJPTR01	MGYG000299120	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis	ERS6080773	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299120/genomes1/MGYG000299120.gff.gz
MGYG000299126	MAG	814938	8	450365	48.04	64.51	0.93	0.0	99.74	0.0	20	CAJPNK01	MGYG000299126	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080614	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299126/genomes1/MGYG000299126.gff.gz
MGYG000299128	MAG	2199320	39	76555	64.55	98.12	0.0	94.12	77.82	37.5	20	CAJPQV01	MGYG000299128	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli	ERS6080718	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299128/genomes1/MGYG000299128.gff.gz
MGYG000299129	MAG	2414345	92	51607	60.1	99.67	0.0	0.0	0.0	0.0	20	CAJPKI01	MGYG000299129	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	ERS6077028	ERP127221	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299129/genomes1/MGYG000299129.gff.gz
MGYG000299134	MAG	738377	35	38796	40.9	80.88	0.0	0.0	0.0	11.73	19	GCA_013333135	MGYG000299134	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp013333135	SAMN14602673	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299134/genomes1/MGYG000299134.gff.gz
MGYG000299136	MAG	2043918	132	28746	41.62	96.37	0.18	93.28	10.7	4.68	16	GCA_015265075	MGYG000299136	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	SAMN14571053	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299136/genomes1/MGYG000299136.gff.gz
MGYG000299137	MAG	1870214	311	6987	64.68	73.68	0.85	0.0	0.0	0.0	15	CAJPNY01	MGYG000299137	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Fretibacterium;s__Fretibacterium fastidiosum	ERS6080608	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299137/genomes1/MGYG000299137.gff.gz
MGYG000299138	MAG	903338	45	29952	24.66	63.25	0.0	0.0	0.0	0.0	19	GCA_013333105	MGYG000299138	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__JABCPO02;s__JABCPO02 sp013333105	SAMN14602678	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299138/genomes1/MGYG000299138.gff.gz
MGYG000299145	MAG	2379505	93	49377	59.69	98.67	0.67	94.96	99.67	99.69	20	CAKAOT01	MGYG000299145	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	ERS7876824	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299145/genomes1/MGYG000299145.gff.gz
MGYG000299147	MAG	3754965	312	18530	71.52	96.33	2.49	0.0	0.0	0.0	18	CAJPNG01	MGYG000299147	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces israelii	ERS6080590	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299147/genomes1/MGYG000299147.gff.gz
MGYG000299148	MAG	1578276	439	4890	66.65	70.74	2.64	93.28	0.0	6.19	17	GCA_015259435	MGYG000299148	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001838165	SAMN14570568	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299148/genomes1/MGYG000299148.gff.gz
MGYG000299153	MAG	2408668	4	1239728	42.42	60.66	1.7	0.0	99.67	99.86	20	CAKAFJ01	MGYG000299153	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter kilianii	ERS7766768	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299153/genomes1/MGYG000299153.gff.gz
MGYG000299160	MAG	1040784	32	71062	51.54	57.83	0.0	0.0	0.0	10.94	20	GCA_015257665	MGYG000299160	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	SAMN14570661	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299160/genomes1/MGYG000299160.gff.gz
MGYG000299164	MAG	2714212	8	1610935	57.14	89.17	0.0	0.0	99.67	99.11	20	CAKAEW01	MGYG000299164	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium durum	ERS7766708	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299164/genomes1/MGYG000299164.gff.gz
MGYG000299167	MAG	963352	55	27140	25.43	52.44	3.76	0.0	0.0	0.0	18	GCA_015258285	MGYG000299167	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__JABCPO02;s__	SAMN14570631	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299167/genomes1/MGYG000299167.gff.gz
MGYG000299168	MAG	1396087	203	7890	41.88	56.61	0.0	0.0	0.0	0.0	3	CAJPRF01	MGYG000299168	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BD	ERS6080680	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299168/genomes1/MGYG000299168.gff.gz
MGYG000299173	MAG	2280104	90	50602	59.55	97.33	0.0	94.96	0.0	99.79	20	CAJZKS01	MGYG000299173	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp001808955	ERS7621665	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299173/genomes1/MGYG000299173.gff.gz
MGYG000299174	MAG	1560592	48	67695	49.1	100.0	0.0	94.12	0.0	7.42	20	GCA_015258835	MGYG000299174	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570604	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299174/genomes1/MGYG000299174.gff.gz
MGYG000299175	MAG	2461449	21	181381	52.65	99.21	0.34	0.0	0.0	0.0	20	CAJPPI01	MGYG000299175	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp000090875	ERS6080659	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299175/genomes1/MGYG000299175.gff.gz
MGYG000299177	MAG	2132266	188	18075	28.17	94.61	0.22	0.0	0.0	0.0	14	GCA_015255405	MGYG000299177	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium pseudoperiodonticum	SAMN14570775	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299177/genomes1/MGYG000299177.gff.gz
MGYG000299179	MAG	911464	39	31205	36.46	82.76	1.72	0.0	0.0	0.0	20	CAKARQ01	MGYG000299179	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA2023;g__GN02-873;s__GN02-873 sp003260345	ERS7876804	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299179/genomes1/MGYG000299179.gff.gz
MGYG000299188	MAG	831236	9	191587	47.91	64.96	0.93	0.0	99.74	99.56	20	CAJPIO01	MGYG000299188	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6076632	ERP124374	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299188/genomes1/MGYG000299188.gff.gz
MGYG000299190	MAG	2044086	137	22174	54.63	90.2	0.23	0.0	0.0	0.0	15	CAJPMF01	MGYG000299190	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	ERS6080575	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299190/genomes1/MGYG000299190.gff.gz
MGYG000299192	MAG	1873353	1	1873353	59.71	88.04	0.95	93.28	99.67	99.32	20	CAKAGR01	MGYG000299192	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__	ERS7766720	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299192/genomes1/MGYG000299192.gff.gz
MGYG000299193	MAG	2019563	305	8046	55.0	83.4	0.48	0.0	0.0	0.0	19	CAJPTW01	MGYG000299193	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__Bacteroides_D;s__Bacteroides_D sp013333835	ERS6080775	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299193/genomes1/MGYG000299193.gff.gz
MGYG000299199	MAG	2490701	92	44060	42.48	99.19	0.27	0.0	0.0	0.0	17	CAJPQZ01	MGYG000299199	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nigrescens	ERS6080716	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299199/genomes1/MGYG000299199.gff.gz
MGYG000299200	MAG	2288381	28	113420	59.49	99.33	0.0	94.96	0.0	33.78	20	CAKAPF01	MGYG000299200	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	ERS7876793	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299200/genomes1/MGYG000299200.gff.gz
MGYG000299201	MAG	1527728	165	13165	39.26	88.54	1.87	0.0	0.0	0.0	5	CAJZIK01	MGYG000299201	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella sp900551535	ERS7621693	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299201/genomes1/MGYG000299201.gff.gz
MGYG000299202	MAG	1814355	71	39477	52.87	98.09	0.27	92.44	99.67	99.76	16	CAJZGF01	MGYG000299202	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	ERS7621650	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299202/genomes1/MGYG000299202.gff.gz
MGYG000299205	MAG	2064386	19	149675	38.69	100.0	0.0	0.0	0.0	0.0	19	CAJPMQ01	MGYG000299205	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	ERS6080597	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299205/genomes1/MGYG000299205.gff.gz
MGYG000299207	MAG	3044475	101	53613	40.71	99.32	0.06	0.0	0.0	0.0	19	CAJZLG01	MGYG000299207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	ERS7621657	ERP125117	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299207/genomes1/MGYG000299207.gff.gz
MGYG000299211	MAG	2449786	182	19003	58.74	90.06	0.34	0.0	0.0	0.0	12	CAJZKT01	MGYG000299211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella seregens	ERS7621744	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299211/genomes1/MGYG000299211.gff.gz
MGYG000299212	MAG	1514253	292	5668	32.48	69.0	1.69	0.0	0.0	0.0	6	CAJPTA01	MGYG000299212	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__Leptotrichia_A sp001274535	ERS6080750	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299212/genomes1/MGYG000299212.gff.gz
MGYG000299215	MAG	825881	57	23294	47.77	61.23	0.93	0.0	23.68	5.68	20	CAJPLU01	MGYG000299215	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080565	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299215/genomes1/MGYG000299215.gff.gz
MGYG000299216	MAG	2454307	34	108689	66.71	100.0	0.47	0.0	0.0	0.0	20	CAJZHP01	MGYG000299216	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	ERS7621677	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299216/genomes1/MGYG000299216.gff.gz
MGYG000299223	MAG	2256170	365	11955	57.07	95.49	0.35	93.28	0.0	10.29	20	GCA_015265235	MGYG000299223	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	SAMN14571046	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299223/genomes1/MGYG000299223.gff.gz
MGYG000299227	MAG	1182567	282	5838	49.03	88.98	2.02	0.0	0.0	0.0	17	GCA_015259025	MGYG000299227	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570595	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299227/genomes1/MGYG000299227.gff.gz
MGYG000299231	MAG	2209485	332	7997	42.32	88.97	3.99	0.0	0.0	0.0	12	CAJZFM01	MGYG000299231	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	ERS7599792	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299231/genomes1/MGYG000299231.gff.gz
MGYG000299235	MAG	635716	53	16479	41.2	57.64	0.21	0.0	18.07	10.63	20	GCA_013333375	MGYG000299235	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp013333375	SAMN14602662	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299235/genomes1/MGYG000299235.gff.gz
MGYG000299236	MAG	3216832	203	21997	66.07	91.93	1.92	94.12	99.67	99.73	18	CAJZDL01	MGYG000299236	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica	ERS7599781	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299236/genomes1/MGYG000299236.gff.gz
MGYG000299237	MAG	1595607	220	9444	40.7	89.24	1.16	0.0	0.0	0.0	13	CAJPJN01	MGYG000299237	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS6076923	ERP126158	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299237/genomes1/MGYG000299237.gff.gz
MGYG000299240	MAG	2180680	16	150744	49.83	100.0	0.0	0.0	0.0	0.0	20	CAJZKQ01	MGYG000299240	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp000186165	ERS7621739	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299240/genomes1/MGYG000299240.gff.gz
MGYG000299246	MAG	999858	61	29239	35.8	73.43	1.12	0.0	99.48	99.49	20	GCA_013333605	MGYG000299246	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__HOT-345;s__HOT-345 sp013333605	SAMN14602650	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299246/genomes1/MGYG000299246.gff.gz
MGYG000299249	MAG	2291235	1	2291235	59.53	99.33	0.0	94.96	99.67	99.69	20	CAKAIK01	MGYG000299249	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	ERS7766741	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299249/genomes1/MGYG000299249.gff.gz
MGYG000299251	MAG	1684034	364	6503	40.91	84.05	4.33	93.28	0.0	9.78	14	GCA_015256435	MGYG000299251	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	SAMN14570723	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299251/genomes1/MGYG000299251.gff.gz
MGYG000299252	MAG	2355993	240	12765	70.84	90.55	0.47	0.0	0.0	0.0	18	CAJPRI01	MGYG000299252	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hongkongensis	ERS6080700	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299252/genomes1/MGYG000299252.gff.gz
MGYG000299253	MAG	1719466	248	10859	39.66	88.98	0.2	94.96	0.0	6.8	16	GCA_015259695	MGYG000299253	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	SAMN14570795	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299253/genomes1/MGYG000299253.gff.gz
MGYG000299256	MAG	2098973	192	14787	37.06	92.68	0.64	0.0	0.0	0.0	8	CAJPUK01	MGYG000299256	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__	ERS6080782	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299256/genomes1/MGYG000299256.gff.gz
MGYG000299258	MAG	2793765	1	2793765	57.14	91.0	0.63	85.71	99.67	99.83	20	CAKAFE01	MGYG000299258	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	ERS7766739	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299258/genomes1/MGYG000299258.gff.gz
MGYG000299259	MAG	2215803	46	88024	56.74	98.58	1.15	93.28	0.0	0.0	15	CAJPQT01	MGYG000299259	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	ERS6080683	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299259/genomes1/MGYG000299259.gff.gz
MGYG000299265	MAG	640329	51	23839	36.32	81.55	1.96	0.0	0.0	0.0	19	GCA_015257815	MGYG000299265	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UMGS1907;s__	SAMN14570654	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299265/genomes1/MGYG000299265.gff.gz
MGYG000299270	MAG	1807960	137	19603	40.27	92.23	1.66	93.28	99.74	99.76	12	CAJVVM01	MGYG000299270	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae_D	ERS7365004	ERP127229	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299270/genomes1/MGYG000299270.gff.gz
MGYG000299272	MAG	3296002	99	53489	46.73	99.32	0.0	0.0	0.0	0.0	19	CAJPTE01	MGYG000299272	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii	ERS6080759	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299272/genomes1/MGYG000299272.gff.gz
MGYG000299273	MAG	1611607	63	37820	45.53	100.0	0.3	92.44	0.0	5.98	18	CAJZDN01	MGYG000299273	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis	ERS7599803	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002992/MGYG000299273/genomes1/MGYG000299273.gff.gz
